570,8,73,Fire Resistance,https://placehold.it/600x100.png,http://veumvandervort.name/iac.rath,87908,36177,2017-02-17 00:09:51.811057,2017-02-17 00:09:52.450115
571,8,73,Timeframe Control,https://placehold.it/600x100.png,http://veumvandervort.name/althea,298482,14601,2017-02-17 00:09:52.478506,2017-02-17 00:09:54.064042
572,8,73,Phasing,https://placehold.it/600x100.png,http://veumvandervort.name/geoffrey,401504,8914,2017-02-17 00:09:54.094906,2017-02-17 00:09:56.793682
573,8,73,Wishing,https://placehold.it/600x100.png,http://veumvandervort.name/jude.bayer,182957,33662,2017-02-17 00:09:56.826528,2017-02-17 00:09:57.791806
574,8,73,Power Nullifier,https://placehold.it/600x100.png,http://veumvandervort.name/dawn,267840,1626,2017-02-17 00:09:57.817536,2017-02-17 00:09:59.479159
575,8,73,Seismic Power,https://placehold.it/600x100.png,http://veumvandervort.name/tremayne_armstrong,290500,37297,2017-02-17 00:09:59.521823,2017-02-17 00:10:01.290792
576,8,73,Telekinesis,https://placehold.it/600x100.png,http://veumvandervort.name/lew_christiansen,395493,1330,2017-02-17 00:10:01.329025,2017-02-17 00:10:03.809225
577,8,73,Anti-Gravity,https://placehold.it/600x100.png,http://veumvandervort.name/marcelle,120243,14281,2017-02-17 00:10:03.83162,2017-02-17 00:10:04.548319
578,8,74,Energy Beams,https://placehold.it/600x100.png,http://ebertnolan.org/derrick_dickinson,182909,26784,2017-02-17 00:10:04.644758,2017-02-17 00:10:05.70717
579,8,74,Lantern Power Ring,https://placehold.it/600x100.png,http://ebertnolan.org/orie.dickens,296859,31222,2017-02-17 00:10:05.755835,2017-02-17 00:10:07.707982
580,8,74,Cross-Dimensional Travel,https://placehold.it/600x100.png,http://ebertnolan.org/queenie.roob,359907,14433,2017-02-17 00:10:07.740135,2017-02-17 00:10:09.670994
581,8,74,Camouflage,https://placehold.it/600x100.png,http://ebertnolan.org/shaina,371600,1569,2017-02-17 00:10:09.794,2017-02-17 00:10:12.279964
582,8,74,Natural Weapons,https://placehold.it/600x100.png,http://ebertnolan.org/maryjane,106560,16908,2017-02-17 00:10:12.534861,2017-02-17 00:10:13.201048
583,8,74,Mind Blast,https://placehold.it/600x100.png,http://ebertnolan.org/amina,317311,39029,2017-02-17 00:10:13.285422,2017-02-17 00:10:15.041263
