73,8,Starfire,cost_per_impression,paused,3871,,2017-02-17 00:09:51.792667,2017-02-17 00:09:51.792667
74,8,Cy-Gor,cost_per_impression,archived,5443,,2017-02-17 00:10:04.59091,2017-02-17 00:10:04.59091
75,8,Toad Ivy,cost_per_impression,running,7429,,2017-02-17 00:10:15.098363,2017-02-17 00:10:15.098363
76,8,The Arclight,cost_per_impression,running,5287,,2017-02-17 00:10:29.123507,2017-02-17 00:10:29.123507
77,8,Cypher,cost_per_impression,running,9562,,2017-02-17 00:10:46.642095,2017-02-17 00:10:46.642095
78,8,Copycat XI,cost_per_impression,archived,1324,,2017-02-17 00:10:57.191889,2017-02-17 00:10:57.191889
79,8,General Jack of Hearts Man,cost_per_click,paused,1691,,2017-02-17 00:11:15.387471,2017-02-17 00:11:15.387471
80,8,Gravity Man,cost_per_click,archived,3187,,2017-02-17 00:11:25.805646,2017-02-17 00:11:25.805646
81,8,Doctor Polaris,cost_per_impression,archived,9092,,2017-02-17 00:11:43.112455,2017-02-17 00:11:43.112455
189,20,Curse,cost_per_click,running,2331,,2017-02-17 00:33:19.875957,2017-02-17 00:33:19.875957
190,20,Misfit Claw,cost_per_click,running,7590,,2017-02-17 00:33:20.308845,2017-02-17 00:33:20.308845
191,20,Stardust,cost_per_click,paused,2330,,2017-02-17 00:33:20.651256,2017-02-17 00:33:20.651256
192,20,Doctor Wildfire Man,cost_per_click,archived,9213,,2017-02-17 00:33:21.095931,2017-02-17 00:33:21.095931
193,20,Spyke Strange,cost_per_click,paused,8843,,2017-02-17 00:33:21.466498,2017-02-17 00:33:21.466498
194,20,Bane Brain,cost_per_impression,running,1970,,2017-02-17 00:33:21.774379,2017-02-17 00:33:21.774379
195,20,Aurora,cost_per_impression,archived,4575,,2017-02-17 00:33:21.982029,2017-02-17 00:33:21.982029
196,20,Agent Nina Theroux the Fated,cost_per_impression,archived,1972,,2017-02-17 00:33:22.274609,2017-02-17 00:33:22.274609
197,20,Hulk Strike,cost_per_impression,paused,3976,,2017-02-17 00:33:22.682015,2017-02-17 00:33:22.682015
198,20,Annihilus,cost_per_click,paused,7068,,2017-02-17 00:33:22.942304,2017-02-17 00:33:22.942304
199,20,Quicksilver the Fated,cost_per_impression,paused,3036,,2017-02-17 00:33:23.416317,2017-02-17 00:33:23.416317
600,60,Captain Animal the Fated,cost_per_impression,paused,9283,,2017-02-17 00:35:45.928232,2017-02-17 00:35:45.928232
601,60,Red Proto-Goblin the Hunter,cost_per_impression,archived,8812,,2017-02-17 00:35:46.131121,2017-02-17 00:35:46.131121
602,60,The Bishop,cost_per_click,archived,517,,2017-02-17 00:35:46.374205,2017-02-17 00:35:46.374205
603,60,Cogliostro Thirteen,cost_per_impression,paused,8286,,2017-02-17 00:35:46.634583,2017-02-17 00:35:46.634583
604,60,Mogo Fist,cost_per_impression,paused,1557,,2017-02-17 00:35:46.940357,2017-02-17 00:35:46.940357
605,60,Illustrious Naruto Uzumaki X,cost_per_click,archived,7212,,2017-02-17 00:35:47.266042,2017-02-17 00:35:47.266042
606,60,Kang,cost_per_click,running,7688,,2017-02-17 00:35:47.624315,2017-02-17 00:35:47.624315
607,60,Wildfire,cost_per_impression,paused,4070,,2017-02-17 00:35:48.041266,2017-02-17 00:35:48.041266
608,60,General Spawn Claw,cost_per_click,paused,4308,,2017-02-17 00:35:48.391781,2017-02-17 00:35:48.391781
609,60,Metamorpho I,cost_per_click,archived,125,,2017-02-17 00:35:48.6571,2017-02-17 00:35:48.6571
610,60,Thundra,cost_per_click,running,7546,,2017-02-17 00:35:49.079964,2017-02-17 00:35:49.079964
611,60,Moon Knight II,cost_per_impression,archived,975,,2017-02-17 00:35:49.29832,2017-02-17 00:35:49.29832
612,60,Cyborg Doc Samson Lord,cost_per_impression,archived,5678,,2017-02-17 00:35:49.673924,2017-02-17 00:35:49.673924
613,60,Supah Cable,cost_per_impression,running,3389,,2017-02-17 00:35:49.992237,2017-02-17 00:35:49.992237
614,60,Agent Gog,cost_per_impression,archived,6980,,2017-02-17 00:35:50.19174,2017-02-17 00:35:50.19174
1,1,Magnificent Bullseye,cost_per_impression,running,1706,,2017-02-16 23:53:56.992985,2017-02-16 23:53:56.992985
2,1,Blaquesmith Fist,cost_per_impression,running,8156,,2017-02-16 23:54:06.511545,2017-02-16 23:54:06.511545
3,1,Mystique the Hunter,cost_per_click,archived,9900,,2017-02-16 23:54:15.129407,2017-02-16 23:54:15.129407
4,1,Penguin Thirteen,cost_per_impression,running,8986,,2017-02-16 23:54:25.338386,2017-02-16 23:54:25.338386
5,1,Moloch,cost_per_click,running,9004,,2017-02-16 23:54:40.682848,2017-02-16 23:54:40.682848
6,1,Vulcan,cost_per_click,running,4741,,2017-02-16 23:54:53.41152,2017-02-16 23:54:53.41152
142,15,Giant Dash,cost_per_impression,archived,458,,2017-02-17 00:23:49.735272,2017-02-17 00:23:49.735272
143,15,Illustrious Ripcord,cost_per_click,archived,7914,,2017-02-17 00:24:00.73578,2017-02-17 00:24:00.73578
144,15,Tiger Shark X,cost_per_impression,running,3152,,2017-02-17 00:24:16.911369,2017-02-17 00:24:16.911369
145,15,Callisto of Hearts,cost_per_click,archived,9051,,2017-02-17 00:24:27.330754,2017-02-17 00:24:27.330754
146,15,Joker,cost_per_click,paused,3315,,2017-02-17 00:24:38.582272,2017-02-17 00:24:38.582272
147,15,Armor Dragon,cost_per_click,paused,2337,,2017-02-17 00:24:47.267844,2017-02-17 00:24:47.267844
148,15,Moon Knight,cost_per_impression,archived,1277,,2017-02-17 00:25:01.714704,2017-02-17 00:25:01.714704
149,15,Magnificent Morph Woman,cost_per_impression,archived,3198,,2017-02-17 00:25:19.216559,2017-02-17 00:25:19.216559
150,15,Ultra Brother Voodoo,cost_per_click,paused,6483,,2017-02-17 00:25:28.917617,2017-02-17 00:25:28.917617
151,15,Mr Sunspot Machine,cost_per_click,running,9710,,2017-02-17 00:25:41.983886,2017-02-17 00:25:41.983886
152,15,Hobgoblin Strike,cost_per_impression,running,9195,,2017-02-17 00:25:55.311351,2017-02-17 00:25:55.311351
237,25,Green Dash X,cost_per_click,running,8228,,2017-02-17 00:33:38.412725,2017-02-17 00:33:38.412725
238,25,Two-Face the Fated,cost_per_click,paused,439,,2017-02-17 00:33:38.806255,2017-02-17 00:33:38.806255
239,25,Dark Thing Strange,cost_per_impression,archived,3225,,2017-02-17 00:33:39.129406,2017-02-17 00:33:39.129406
240,25,Illustrious Ant Strange,cost_per_click,archived,6355,,2017-02-17 00:33:39.420188,2017-02-17 00:33:39.420188
241,25,Bat,cost_per_click,paused,9531,,2017-02-17 00:33:39.930155,2017-02-17 00:33:39.930155
242,25,Thing,cost_per_impression,archived,1782,,2017-02-17 00:33:40.221768,2017-02-17 00:33:40.221768
243,25,Mockingbird Lord,cost_per_click,paused,5777,,2017-02-17 00:33:40.587975,2017-02-17 00:33:40.587975
244,25,Illustrious Bushido,cost_per_impression,archived,6214,,2017-02-17 00:33:40.929034,2017-02-17 00:33:40.929034
245,25,Magnificent Jigsaw Spirit,cost_per_click,running,2387,,2017-02-17 00:33:41.331368,2017-02-17 00:33:41.331368
246,25,Osiris Thirteen,cost_per_impression,paused,1143,,2017-02-17 00:33:41.580048,2017-02-17 00:33:41.580048
629,63,Mr Vibe III,cost_per_impression,running,9187,,2017-02-17 00:35:55.755743,2017-02-17 00:35:55.755743
630,63,Mr Metallo XI,cost_per_click,paused,8809,,2017-02-17 00:35:55.952059,2017-02-17 00:35:55.952059
631,63,Doctor Clea I,cost_per_click,running,6893,,2017-02-17 00:35:56.351233,2017-02-17 00:35:56.351233
632,63,Rorschach the Hunter,cost_per_impression,running,6266,,2017-02-17 00:35:56.660817,2017-02-17 00:35:56.660817
633,63,Violator,cost_per_impression,paused,5426,,2017-02-17 00:35:57.042344,2017-02-17 00:35:57.042344
634,63,Illustrious Phantom Man,cost_per_impression,paused,3117,,2017-02-17 00:35:57.32616,2017-02-17 00:35:57.32616
